Miasto,Data_Pomiaru,Temperatura,Wilgotosc,Cisnienie,Wiatr,Deszcz,Snieg,Zachmurzenie,Rok,Miesiac
Warszawa,9/11/2022,12,79,999,18,5,0,100,2022,9
Krakow,9/11/2022,13,92,977,20,6,0,83,2022,9
Warszawa,2/7/2023,-1,95,1028,14,0,0,98,2023,2
Warszawa,1/31/2023,1,95,997,30,1,0,98,2023,1
Warszawa,6/12/2022,19,63,1007,7,0,0,49,2022,6
Krakow,6/13/2022,17,68,982,15,4,0,58,2022,6
Krakow,1/31/2023,0,95,976,32,5,0,99,2023,1
Krakow,8/29/2023,19,82,970,9,7,0,69,2023,8
Warszawa,8/29/2023,21,72,995,13,1,0,50,2023,8
Krakow,5/29/2023,13,70,982,8,0,0,44,2023,5
Warszawa,5/29/2023,17,53,1007,8,0,0,38,2023,5
Warszawa,1/14/2022,2,94,1006,44,4,0,77,2022,1
Warszawa,6/28/2021,20,65,1005,9,0,0,21,2021,6
Krakow,6/29/2021,22,57,979,13,0,0,15,2021,6
Krakow,1/15/2022,0,88,990,22,0,0,66,2022,1
Warszawa,8/29/2022,19,68,1005,20,0,0,46,2022,8
Warszawa,4/19/2022,5,68,1002,10,2,0,82,2022,4
Warszawa,1/3/2023,6,88,1012,29,0,0,68,2023,1
Krakow,8/28/2022,21,61,978,9,1,0,71,2022,8
Warszawa,7/4/2023,21,44,1000,14,0,0,29,2023,7
Krakow,7/4/2023,20,59,981,10,0,0,75,2023,7
Warszawa,2/6/2023,-4,93,1027,10,0,0,45,2023,2
Krakow,10/4/2022,9,88,984,20,3,0,69,2022,10
Krakow,2/6/2023,-7,90,1001,4,0,0,64,2023,2
Warszawa,4/20/2022,5,94,999,13,5,0,99,2022,4
Krakow,8/28/2023,20,69,973,14,0,0,85,2023,8
Warszawa,8/28/2023,21,64,998,15,0,0,84,2023,8
Warszawa,9/8/2023,19,60,1010,8,0,0,14,2023,9
Krakow,4/21/2022,6,77,978,10,0,0,60,2022,4
Warszawa,12/11/2022,-1,88,992,22,9,61,100,2022,12
Krakow,5/28/2023,12,66,983,13,0,0,51,2023,5
Krakow,12/11/2022,-2,95,968,24,15,121,100,2022,12
Warszawa,12/27/2022,3,94,1007,29,6,0,93,2022,12
Warszawa,1/2/2023,8,94,1008,24,0,0,89,2023,1
Warszawa,5/28/2023,14,50,1011,9,0,0,60,2023,5
Warszawa,4/21/2022,8,95,999,14,3,0,100,2022,4
Warszawa,1/15/2022,0,86,1012,28,0,0,67,2022,1
Warszawa,6/13/2022,16,78,1002,15,14,0,80,2022,6
Krakow,6/14/2022,13,70,984,16,0,0,54,2022,6
Krakow,12/10/2022,0,94,970,12,2,5,100,2022,12
Krakow,12/27/2022,3,87,986,32,3,0,88,2022,12
Warszawa,12/10/2022,0,87,996,17,0,0,100,2022,12
Krakow,1/16/2022,0,78,985,15,0,0,59,2022,1
Warszawa,1/30/2023,0,95,993,36,5,17,100,2023,1
Warszawa,9/10/2022,13,80,1003,10,0,0,100,2022,9
Krakow,9/10/2022,13,89,979,8,6,0,78,2022,9
Warszawa,10/4/2021,13,75,1007,21,0,0,55,2021,10
Krakow,10/5/2021,15,61,982,21,0,0,14,2021,10
Krakow,2/5/2023,-6,91,998,12,0,0,71,2023,2
Warszawa,2/5/2023,-3,90,1023,14,0,0,89,2023,2
Krakow,5/27/2023,12,69,987,14,0,0,0,2023,5
Warszawa,5/27/2023,12,52,1013,18,0,0,2,2023,5
Warszawa,6/14/2022,14,68,1006,23,0,0,23,2022,6
Krakow,6/15/2022,14,62,987,8,0,0,23,2022,6
Warszawa,10/3/2022,10,85,998,33,3,0,97,2022,10
Krakow,10/3/2022,9,91,978,36,8,0,100,2022,10
Krakow,4/22/2022,7,82,974,15,0,0,66,2022,4
Krakow,1/30/2023,-1,87,973,31,2,0,82,2023,1
Krakow,7/3/2023,21,55,976,17,0,0,49,2023,7
Krakow,10/2/2022,11,79,977,29,1,0,91,2022,10
Warszawa,7/3/2023,19,50,997,16,0,0,44,2023,7
Krakow,12/26/2022,5,96,980,24,3,0,81,2022,12
Krakow,1/2/2023,6,94,985,17,0,0,99,2023,1
Warszawa,12/26/2022,5,98,1001,26,10,0,100,2022,12
Krakow,1/29/2023,-3,87,986,15,0,0,81,2023,1
Krakow,1/1/2023,9,78,986,24,0,0,92,2023,1
Warszawa,9/9/2022,12,89,1004,17,7,0,99,2022,9
Warszawa,8/27/2022,24,41,1001,11,0,0,4,2022,8
Krakow,9/9/2022,17,68,978,11,0,0,77,2022,9
Warszawa,1/16/2022,0,90,1007,22,0,0,100,2022,1
Krakow,1/17/2022,0,89,979,45,5,8,87,2022,1
Warszawa,10/5/2021,13,64,1006,33,0,0,38,2021,10
Warszawa,1/29/2023,-1,94,1009,24,0,0,80,2023,1
Warszawa,12/9/2022,0,93,998,10,0,0,96,2022,12
Krakow,12/9/2022,0,86,971,12,10,0,84,2022,12
Krakow,9/8/2022,18,63,977,12,1,0,62,2022,9
Krakow,3/1/2022,-1,83,998,9,0,0,43,2022,3
Krakow,8/27/2022,21,47,976,6,1,0,29,2022,8
Warszawa,1/17/2022,0,90,999,44,4,0,69,2022,1
Warszawa,5/26/2023,16,64,1010,16,0,0,34,2023,5
Krakow,5/26/2023,14,81,986,12,1,0,26,2023,5
Warszawa,12/25/2022,2,99,1009,11,0,0,100,2022,12
Warszawa,1/28/2023,0,95,1012,13,0,0,97,2023,1
Warszawa,9/8/2022,15,33,1003,24,0,0,50,2022,9
Krakow,1/18/2022,0,92,994,28,2,0,99,2022,1
Warszawa,8/26/2022,24,39,1003,13,0,0,18,2022,8
Krakow,8/26/2022,22,43,978,13,0,0,0,2022,8
Warszawa,5/25/2023,16,86,1007,13,1,0,54,2023,5
Krakow,12/25/2022,3,97,985,14,0,0,66,2022,12
Krakow,10/6/2021,11,84,983,11,14,0,92,2021,10
Warszawa,6/15/2022,15,67,1009,14,0,0,36,2022,6
Krakow,6/16/2022,17,64,982,11,3,0,60,2022,6
Warszawa,1/18/2022,0,94,1017,27,0,0,40,2022,1
Krakow,1/28/2023,-2,90,986,11,0,0,93,2023,1
Warszawa,9/7/2022,13,43,1008,14,0,0,23,2022,9
Warszawa,10/2/2022,11,88,998,24,0,0,93,2022,10
Warszawa,4/22/2022,7,86,1001,18,0,0,77,2022,4
Warszawa,7/2/2023,19,61,994,24,0,0,81,2023,7
Krakow,7/2/2023,19,68,974,15,0,0,43,2023,7
Krakow,10/1/2022,10,90,976,10,2,0,96,2022,10
Krakow,4/23/2022,7,79,975,9,0,0,33,2022,4
Warszawa,3/1/2022,0,80,1022,10,0,0,14,2022,3
Krakow,3/2/2022,-1,80,987,7,0,0,33,2022,3
Krakow,7/1/2023,18,72,972,8,0,0,67,2023,7
Krakow,5/25/2023,12,83,986,9,0,0,53,2023,5
Warszawa,3/2/2022,0,79,1013,10,0,0,9,2022,3
Krakow,3/3/2022,0,81,980,10,0,0,18,2022,3
Krakow,1/9/2023,4,95,968,14,1,0,98,2023,1
Krakow,1/19/2022,-1,87,988,17,0,0,42,2022,1
Warszawa,1/27/2023,0,94,1011,8,0,0,100,2023,1
Krakow,1/27/2023,-2,91,984,14,0,0,95,2023,1
Warszawa,7/1/2023,20,74,994,15,3,0,76,2023,7
Krakow,9/7/2022,15,50,981,11,0,0,42,2022,9
Warszawa,3/3/2022,0,81,1006,13,0,0,24,2022,3
Warszawa,1/1/2023,11,85,1006,34,0,0,59,2023,1
Krakow,3/4/2022,0,87,984,10,0,0,96,2022,3
Warszawa,6/16/2022,18,57,1006,8,0,0,80,2022,6
Warszawa,10/1/2022,10,85,1000,10,4,0,75,2022,10
Warszawa,1/19/2022,0,96,1010,25,0,0,97,2022,1
Krakow,1/20/2022,0,89,977,38,1,5,77,2022,1
Krakow,6/17/2022,15,70,985,14,1,0,41,2022,6
Krakow,8/25/2022,22,55,981,9,0,0,7,2022,8
Warszawa,8/25/2022,24,48,1005,13,0,0,0,2022,8
Warszawa,8/28/2022,23,50,999,11,0,0,24,2022,8
Warszawa,12/24/2022,2,99,999,12,4,0,99,2022,12
Krakow,12/24/2022,4,97,976,26,4,0,99,2022,12
Krakow,9/6/2022,14,45,986,16,0,0,36,2022,9
Warszawa,9/6/2022,13,46,1013,13,0,0,13,2022,9
Krakow,4/3/2023,0,90,986,21,4,0,94,2023,4
Warszawa,4/3/2023,1,68,1011,26,0,0,94,2023,4
Warszawa,5/23/2023,17,53,1001,15,0,0,55,2023,5
Krakow,5/23/2023,16,72,979,8,0,0,36,2023,5
Warszawa,4/2/2023,4,88,1002,23,4,0,100,2023,4
Warszawa,1/26/2023,0,91,1010,7,0,0,100,2023,1
Krakow,1/26/2023,-2,91,983,3,0,0,98,2023,1
Krakow,6/30/2023,20,60,976,10,0,0,42,2023,6
Warszawa,6/17/2022,17,66,1008,14,0,0,17,2022,6
Krakow,6/18/2022,19,56,984,13,0,0,33,2022,6
Krakow,9/5/2022,15,55,990,12,0,0,32,2022,9
Warszawa,9/30/2022,8,81,1002,7,0,0,79,2022,9
Krakow,9/30/2022,8,96,976,7,7,0,95,2022,9
Warszawa,1/20/2022,0,89,993,40,3,5,88,2022,1
Krakow,1/21/2022,-2,90,980,34,4,20,98,2022,1
Warszawa,12/23/2022,3,99,994,21,1,0,99,2022,12
Krakow,12/23/2022,2,98,971,22,1,0,94,2022,12
Krakow,1/25/2023,0,95,993,10,0,0,97,2023,1
Warszawa,1/25/2023,0,88,1021,9,0,0,95,2023,1
Krakow,4/2/2023,4,92,975,17,6,0,99,2023,4
Warszawa,6/30/2023,21,61,999,10,1,0,50,2023,6
Warszawa,5/22/2023,16,54,1008,10,0,0,48,2023,5
Warszawa,9/5/2022,14,47,1015,15,0,0,16,2022,9
Warszawa,9/29/2022,8,87,994,10,0,0,66,2022,9
Warszawa,1/21/2022,-1,86,1000,37,0,0,95,2022,1
Krakow,8/24/2022,21,69,982,9,0,0,70,2022,8
Warszawa,4/1/2023,8,92,988,16,2,0,86,2023,4
Krakow,12/22/2022,1,98,977,20,0,0,90,2022,12
Krakow,4/1/2023,8,86,965,20,1,0,85,2023,4
Warszawa,6/29/2023,19,71,1001,16,1,0,48,2023,6
Warszawa,6/18/2022,20,57,1006,18,0,0,42,2022,6
Krakow,6/19/2022,23,46,978,15,0,0,0,2022,6
Krakow,5/22/2023,14,70,981,16,0,0,41,2023,5
Krakow,9/29/2022,8,90,969,9,8,0,84,2022,9
Krakow,9/28/2022,11,71,964,17,0,0,46,2022,9
Krakow,5/24/2023,13,91,981,12,3,0,91,2023,5
Warszawa,1/24/2023,1,96,1027,6,0,0,100,2023,1
Krakow,1/24/2023,0,97,998,16,0,0,100,2023,1
Krakow,9/4/2022,14,69,986,8,0,0,59,2022,9
Warszawa,12/22/2022,1,99,997,23,0,0,100,2022,12
Krakow,1/22/2022,-3,93,986,26,1,10,79,2022,1
Warszawa,3/31/2023,10,86,990,21,4,0,97,2023,3
Krakow,3/31/2023,10,79,968,22,1,0,91,2023,3
Warszawa,9/4/2022,16,55,1014,14,0,0,34,2022,9
Krakow,9/3/2022,12,73,983,17,0,0,24,2022,9
Warszawa,3/30/2023,6,86,999,21,2,0,88,2023,3
Warszawa,8/24/2022,23,63,1007,9,0,0,66,2022,8
Krakow,6/29/2023,17,75,979,14,0,0,46,2023,6
Krakow,6/28/2023,14,71,978,24,2,0,47,2023,6
Warszawa,6/19/2022,25,47,999,25,0,0,1,2022,6
Krakow,6/20/2022,23,48,973,14,0,0,25,2022,6
Warszawa,9/28/2022,11,84,987,16,13,0,74,2022,9
Krakow,3/18/2021,0,79,983,12,0,0,78,2021,3
Warszawa,1/22/2022,-1,93,1006,27,1,0,76,2022,1
Krakow,1/23/2022,-2,93,994,16,0,0,93,2022,1
Krakow,11/21/2021,5,89,974,12,0,0,73,2021,11
Krakow,12/21/2022,0,96,980,12,0,0,71,2022,12
Krakow,5/7/2021,8,79,973,24,4,0,86,2021,5
Warszawa,6/28/2023,15,78,999,20,0,0,70,2023,6
Warszawa,5/7/2021,6,96,994,13,9,0,83,2021,5
Krakow,5/8/2021,6,67,983,20,0,0,41,2021,5
Warszawa,9/3/2022,14,47,1010,12,0,0,4,2022,9
Krakow,8/23/2022,20,72,979,7,0,0,73,2022,8
Warszawa,5/24/2023,19,64,1004,13,0,0,69,2023,5
Warszawa,11/21/2021,7,88,996,26,1,0,95,2021,11
Warszawa,12/21/2022,0,99,1003,21,3,0,99,2022,12
Warszawa,6/20/2022,22,62,996,12,14,0,28,2022,6
Krakow,6/21/2022,14,62,977,26,0,0,88,2022,6
Krakow,3/30/2023,7,74,977,19,1,0,82,2023,3
Krakow,3/29/2023,1,53,985,15,0,0,22,2023,3
Krakow,1/24/2022,-5,86,999,9,0,0,25,2022,1
Warszawa,6/27/2023,17,71,998,23,6,0,69,2023,6
Warszawa,3/18/2021,0,77,1006,15,0,0,67,2021,3
Krakow,3/19/2021,0,63,980,6,0,0,64,2021,3
Warszawa,1/24/2022,-1,92,1023,15,0,0,85,2022,1
Krakow,1/25/2022,0,94,994,21,0,0,97,2022,1
Warszawa,5/8/2021,6,82,1005,21,3,0,53,2021,5
Krakow,5/9/2021,12,60,982,14,0,0,30,2021,5
Warszawa,1/23/2022,-1,92,1017,15,0,0,100,2022,1
Krakow,11/22/2021,4,92,981,11,4,0,95,2021,11
Krakow,6/27/2023,16,72,977,22,3,0,65,2023,6
Warszawa,5/9/2021,12,64,1007,21,0,0,25,2021,5
Warszawa,6/21/2022,13,83,997,27,4,0,82,2022,6
Warszawa,8/23/2022,23,64,1003,8,0,0,78,2022,8
Warszawa,3/29/2023,1,50,1008,19,0,0,19,2023,3
Krakow,5/10/2021,15,62,980,13,0,0,15,2021,5
Warszawa,3/19/2021,0,71,1005,11,0,0,61,2021,3
Krakow,6/22/2022,16,55,978,12,0,0,25,2022,6
Warszawa,6/22/2022,17,61,1001,14,0,0,3,2022,6
Warszawa,11/22/2021,3,94,1005,12,0,0,61,2021,11
Krakow,6/23/2022,17,57,979,8,0,0,24,2022,6
Krakow,11/23/2021,1,80,988,20,0,0,67,2021,11
Warszawa,5/10/2021,16,62,1004,25,0,0,71,2021,5
Krakow,5/11/2021,18,68,976,16,0,0,0,2021,5
Krakow,3/20/2021,-2,61,985,11,0,0,62,2021,3
Krakow,8/22/2022,20,76,976,10,0,0,62,2022,8
Warszawa,8/22/2022,21,71,1002,13,0,0,68,2022,8
Warszawa,8/21/2022,22,61,1000,12,0,0,54,2022,8
Krakow,3/21/2021,-1,63,976,23,1,14,61,2021,3
Warszawa,11/23/2021,1,93,1010,25,1,0,91,2021,11
Krakow,11/24/2021,1,84,989,9,0,0,55,2021,11
Warszawa,3/20/2021,-1,58,1010,17,0,0,61,2021,3
Krakow,3/28/2023,0,73,980,30,2,0,73,2023,3
Warszawa,3/21/2021,0,72,999,26,2,0,83,2021,3
Warszawa,6/23/2022,19,55,1004,9,0,0,13,2022,6
Krakow,6/24/2022,20,44,981,18,0,0,15,2022,6
Warszawa,3/28/2023,0,64,1003,23,0,0,74,2023,3
Warszawa,1/25/2022,0,99,1014,24,0,0,100,2022,1
Krakow,1/26/2022,0,97,990,22,3,0,100,2022,1
Krakow,3/22/2021,0,71,978,16,0,0,67,2021,3
Warszawa,11/24/2021,4,89,1009,23,0,0,98,2021,11
Warszawa,1/26/2022,1,99,1010,24,2,0,100,2022,1
Krakow,1/27/2022,0,91,981,29,1,0,89,2022,1
Krakow,8/21/2022,20,78,975,9,3,0,99,2022,8
Krakow,3/27/2023,3,88,969,22,6,0,99,2023,3
Warszawa,6/24/2022,21,48,1004,15,0,0,0,2022,6
Krakow,11/25/2021,1,80,976,7,0,0,20,2021,11
Warszawa,3/26/2023,7,88,991,24,2,0,76,2023,3
Warszawa,3/22/2021,0,77,1003,20,0,0,21,2021,3
Warszawa,11/25/2021,2,87,999,19,0,0,77,2021,11
Krakow,11/26/2021,2,96,963,10,8,0,99,2021,11
Krakow,3/26/2023,8,76,969,23,1,0,54,2023,3
Warszawa,11/26/2021,1,86,988,16,8,0,99,2021,11
Warszawa,1/27/2022,0,96,1001,35,4,0,100,2022,1
Krakow,11/27/2021,1,88,962,12,0,0,80,2021,11
Krakow,1/28/2022,0,92,980,43,5,0,98,2022,1
Krakow,6/25/2022,22,43,979,10,0,0,87,2022,6
Krakow,3/23/2021,2,84,983,24,1,0,80,2021,3
Krakow,3/25/2023,10,73,970,22,0,0,78,2023,3
Warszawa,3/25/2023,10,85,992,20,4,0,87,2023,3
Warszawa,1/28/2022,1,94,998,41,5,0,100,2022,1
Warszawa,6/25/2022,23,46,1003,18,0,0,0,2022,6
Krakow,6/26/2022,23,44,982,12,0,0,4,2022,6
Krakow,1/29/2022,0,91,983,32,3,0,93,2022,1
Warszawa,6/26/2022,24,43,1006,15,0,0,7,2022,6
Warszawa,3/24/2023,13,81,994,24,5,0,82,2023,3
Krakow,3/24/2023,14,64,972,19,0,0,97,2023,3
Warszawa,1/29/2022,0,94,1002,35,5,0,91,2022,1
Krakow,1/30/2022,1,93,972,56,10,0,99,2022,1
Krakow,6/27/2022,24,48,981,12,0,0,8,2022,6
Warszawa,3/23/2023,12,76,996,23,0,0,90,2023,3
Warszawa,6/27/2022,25,45,1007,18,0,0,9,2022,6
Krakow,6/28/2022,23,59,983,10,0,0,60,2022,6
Krakow,3/23/2023,12,61,975,22,0,0,83,2023,3
Warszawa,3/27/2023,3,77,993,20,1,0,97,2023,3
Warszawa,1/30/2022,2,92,984,54,12,0,98,2022,1
Krakow,1/31/2022,-1,93,971,23,0,0,91,2022,1
Warszawa,1/31/2022,0,89,992,28,1,0,83,2022,1
Warszawa,6/28/2022,25,54,1005,17,0,0,25,2022,6
Krakow,6/29/2022,24,62,980,8,0,0,42,2022,6
Krakow,2/1/2022,-1,93,970,24,1,5,89,2022,2
Warszawa,6/29/2022,23,71,1006,8,0,0,75,2022,6
Krakow,6/30/2022,27,45,977,11,0,0,43,2022,6
Warszawa,2/1/2022,-1,89,992,24,1,20,70,2022,2
Krakow,2/2/2022,0,96,967,35,12,0,97,2022,2
Warszawa,6/30/2022,26,51,1002,14,0,0,57,2022,6
Krakow,7/1/2022,27,45,977,14,1,0,4,2022,7
Warszawa,2/2/2022,0,97,986,30,5,0,99,2022,2
Krakow,2/3/2022,0,90,981,21,2,9,80,2022,2
Warszawa,7/1/2022,28,41,1002,22,0,0,18,2022,7
Warszawa,2/3/2022,0,95,1005,17,0,0,81,2022,2
Krakow,2/4/2022,1,94,976,14,1,0,87,2022,2
Krakow,7/2/2022,15,84,987,12,0,0,64,2022,7
Warszawa,7/2/2022,19,74,1009,16,1,0,67,2022,7
Krakow,7/3/2022,18,64,984,8,0,0,1,2022,7
Warszawa,2/4/2022,1,100,999,20,1,0,99,2022,2
Krakow,2/5/2022,1,92,980,32,1,0,92,2022,2
Warszawa,2/5/2022,2,92,999,34,2,0,96,2022,2
Krakow,2/6/2022,1,90,972,42,2,0,92,2022,2
Warszawa,7/3/2022,20,61,1008,7,0,0,28,2022,7
Krakow,7/4/2022,21,53,981,7,0,0,22,2022,7
Warszawa,7/4/2022,22,53,1005,7,0,0,20,2022,7
Warszawa,2/6/2022,2,92,992,37,3,0,98,2022,2
Krakow,2/7/2022,1,92,971,36,6,0,99,2022,2
Krakow,7/5/2022,17,82,981,11,30,0,95,2022,7
Warszawa,2/7/2022,2,93,989,29,4,0,100,2022,2
Warszawa,7/5/2022,19,76,1006,13,15,0,78,2022,7
Krakow,7/6/2022,16,80,985,15,8,0,33,2022,7
Krakow,2/8/2022,1,91,986,33,2,0,95,2022,2
Warszawa,2/8/2022,2,93,1005,31,2,0,99,2022,2
Krakow,2/9/2022,4,95,988,26,1,0,95,2022,2
Warszawa,7/6/2022,18,69,1006,17,16,0,84,2022,7
Krakow,7/7/2022,17,65,986,7,1,0,75,2022,7
Warszawa,7/7/2022,17,55,1006,10,0,0,76,2022,7
Krakow,7/8/2022,16,84,985,14,7,0,67,2022,7
Warszawa,2/9/2022,4,95,1008,30,0,0,84,2022,2
Krakow,2/10/2022,4,91,984,21,0,0,61,2022,2
Warszawa,2/10/2022,6,91,1006,27,0,0,88,2022,2
Warszawa,7/8/2022,16,86,1008,14,12,0,68,2022,7
Krakow,7/9/2022,15,78,984,16,0,0,78,2022,7
Krakow,2/11/2022,3,92,983,27,1,0,98,2022,2
Warszawa,7/9/2022,15,73,1006,18,0,0,45,2022,7
Warszawa,2/11/2022,2,93,1006,18,5,0,77,2022,2
Krakow,2/12/2022,0,82,996,14,0,0,35,2022,2
Krakow,7/10/2022,13,79,980,20,5,0,69,2022,7
Warszawa,2/12/2022,0,85,1019,21,0,0,23,2022,2
Warszawa,7/10/2022,15,74,1003,18,1,0,24,2022,7
Krakow,7/11/2022,13,77,982,21,4,0,40,2022,7
Warszawa,7/11/2022,13,90,1005,17,6,0,70,2022,7
Warszawa,2/13/2022,0,84,1012,28,0,0,29,2022,2
Krakow,7/12/2022,15,69,983,25,2,0,64,2022,7
Krakow,2/14/2022,0,88,979,12,0,0,4,2022,2
Warszawa,7/12/2022,15,78,1003,29,5,0,88,2022,7
Krakow,7/13/2022,19,52,982,27,0,0,6,2022,7
Warszawa,2/14/2022,0,91,1003,23,0,0,16,2022,2
Krakow,2/15/2022,1,92,977,11,0,0,38,2022,2
Warszawa,7/13/2022,20,56,1001,28,0,0,66,2022,7
Krakow,7/14/2022,22,54,980,19,6,0,36,2022,7
Warszawa,2/15/2022,2,98,1001,19,0,0,96,2022,2
Krakow,2/16/2022,3,88,975,20,0,0,64,2022,2
Warszawa,2/16/2022,5,89,993,34,1,0,92,2022,2
Warszawa,7/14/2022,20,49,1001,18,0,0,41,2022,7
Krakow,7/15/2022,16,64,981,19,6,0,26,2022,7
Krakow,2/17/2022,5,85,959,52,15,0,81,2022,2
Warszawa,7/15/2022,16,56,1004,20,0,0,52,2022,7
Warszawa,2/17/2022,5,88,976,47,9,0,98,2022,2
Krakow,2/18/2022,3,85,971,32,0,0,50,2022,2
Krakow,7/16/2022,14,65,984,15,0,0,39,2022,7
Warszawa,7/16/2022,13,80,1005,20,6,0,64,2022,7
Krakow,7/17/2022,15,58,989,16,0,0,10,2022,7
Warszawa,2/18/2022,4,87,990,40,5,0,89,2022,2
Krakow,2/19/2022,4,76,975,45,0,0,43,2022,2
Warszawa,2/19/2022,4,85,991,55,5,0,94,2022,2
Krakow,2/20/2022,2,87,975,32,0,0,62,2022,2
Warszawa,7/17/2022,15,69,1010,18,0,0,51,2022,7
Krakow,7/18/2022,16,57,988,8,0,0,31,2022,7
Warszawa,7/18/2022,18,63,1011,14,0,0,71,2022,7
Krakow,7/19/2022,21,50,986,7,0,0,21,2022,7
Warszawa,2/20/2022,2,91,996,28,1,0,91,2022,2
Krakow,2/21/2022,4,83,967,38,2,0,80,2022,2
Warszawa,2/21/2022,5,87,983,43,7,0,72,2022,2
Warszawa,7/19/2022,21,55,1009,10,0,0,55,2022,7
Krakow,2/22/2022,2,88,976,29,0,0,76,2022,2
Warszawa,7/20/2022,23,53,1009,14,0,0,7,2022,7
Warszawa,2/22/2022,2,92,994,29,1,0,87,2022,2
Krakow,2/23/2022,2,91,986,33,2,0,78,2022,2
Krakow,7/21/2022,23,42,983,12,0,0,1,2022,7
Warszawa,7/21/2022,23,47,1008,8,0,0,0,2022,7
Krakow,7/22/2022,23,52,981,11,0,0,20,2022,7
Warszawa,2/23/2022,2,93,1002,33,4,0,93,2022,2
Krakow,2/24/2022,3,83,983,15,0,0,40,2022,2
Warszawa,7/22/2022,25,45,1004,12,0,0,27,2022,7
Warszawa,2/24/2022,3,92,1006,24,0,0,72,2022,2
Krakow,2/25/2022,2,86,984,21,1,0,68,2022,2
Warszawa,2/25/2022,3,89,1003,27,0,0,75,2022,2
Krakow,2/26/2022,0,87,992,10,0,0,40,2022,2
Warszawa,7/23/2022,23,59,1003,11,1,0,46,2022,7
Krakow,7/24/2022,19,69,983,13,3,0,30,2022,7
Warszawa,2/26/2022,2,93,1017,11,0,0,51,2022,2
Warszawa,7/24/2022,19,71,1006,18,0,0,23,2022,7
Krakow,7/25/2022,20,51,979,7,0,0,10,2022,7
Krakow,2/27/2022,1,89,996,14,0,0,99,2022,2
Warszawa,7/25/2022,21,59,1003,7,0,0,11,2022,7
Warszawa,2/27/2022,1,88,1024,15,0,0,92,2022,2
Krakow,2/28/2022,0,86,997,20,0,0,83,2022,2
Krakow,7/26/2022,18,71,976,16,3,0,77,2022,7
Warszawa,7/26/2022,20,66,999,17,3,0,84,2022,7
Warszawa,2/28/2022,0,87,1024,12,0,0,64,2022,2
Krakow,1/26/2021,-1,92,973,24,0,0,81,2021,1
Krakow,1/27/2021,-1,93,976,21,1,0,96,2021,1
Warszawa,1/27/2021,0,95,998,25,3,14,100,2021,1
Krakow,1/28/2021,-2,92,970,15,0,0,65,2021,1
Warszawa,1/28/2021,-1,94,993,19,1,4,76,2021,1
Krakow,1/29/2021,-1,95,963,14,4,24,84,2021,1
Warszawa,1/29/2021,-2,92,986,21,0,0,93,2021,1
Krakow,1/30/2021,-1,96,963,20,3,0,98,2021,1
Warszawa,1/30/2021,-1,94,986,13,6,33,100,2021,1
Krakow,1/31/2021,-5,88,972,7,0,0,52,2021,1
Warszawa,1/31/2021,-4,92,994,19,0,0,29,2021,1
Krakow,2/1/2021,-7,90,968,16,0,0,76,2021,2
Warszawa,1/26/2021,0,94,994,33,0,0,100,2021,1
Warszawa,2/1/2021,-5,94,995,16,0,0,75,2021,2
Krakow,2/2/2021,-2,92,970,13,1,0,55,2021,2
Warszawa,5/11/2021,19,59,1002,29,0,0,6,2021,5
Krakow,12/26/2023,7,89,975,37,1,0,98,2023,12
Warszawa,10/28/2023,7,87,991,8,1,0,97,2023,10
Warszawa,10/6/2021,13,56,1009,29,0,0,94,2021,10
Krakow,10/7/2021,9,76,989,13,0,0,61,2021,10
Krakow,10/28/2023,10,80,968,29,0,0,68,2023,10
Warszawa,2/2/2021,-1,97,994,23,1,0,100,2021,2
Warszawa,3/23/2021,2,84,1007,17,0,0,88,2021,3
Krakow,3/24/2021,2,98,986,12,6,0,100,2021,3
Warszawa,12/26/2023,6,92,993,37,5,0,90,2023,12
Warszawa,10/7/2021,10,57,1018,22,0,0,40,2021,10
Warszawa,6/29/2021,22,50,1002,7,0,0,13,2021,6
Krakow,2/3/2021,2,98,969,20,2,0,85,2021,2
Warszawa,3/24/2021,3,91,1011,9,0,0,100,2021,3
Krakow,10/27/2023,10,92,958,14,18,0,98,2023,10
Krakow,10/8/2021,6,63,994,22,0,0,0,2021,10
Warszawa,11/27/2021,0,95,983,17,4,0,95,2021,11
Krakow,6/30/2021,21,62,973,12,0,0,8,2021,6
Warszawa,8/16/2021,22,69,996,17,3,0,74,2021,8
Krakow,8/17/2021,15,76,980,20,6,0,70,2021,8
Krakow,11/9/2023,6,76,977,15,0,0,54,2023,11
Warszawa,10/8/2021,7,57,1023,19,0,0,0,2021,10
Warszawa,11/9/2023,7,80,1001,22,0,0,64,2023,11
Warszawa,4/23/2022,7,84,996,13,0,0,70,2022,4
Krakow,4/24/2022,9,80,968,15,1,0,66,2022,4
Krakow,10/9/2021,4,67,995,18,0,0,0,2021,10
Warszawa,6/30/2021,22,65,997,10,4,0,13,2021,6
Krakow,7/1/2021,17,76,976,9,2,0,44,2021,7
Krakow,11/28/2021,1,93,959,14,0,0,95,2021,11
Warszawa,8/17/2021,16,72,998,24,15,0,87,2021,8
Krakow,5/12/2021,18,74,973,16,1,0,13,2021,5
Krakow,8/18/2021,15,63,979,18,0,0,44,2021,8
Warszawa,4/24/2022,10,76,994,13,2,0,49,2022,4
Krakow,4/25/2022,9,85,973,11,6,0,81,2022,4
Warszawa,3/4/2022,0,92,1008,12,0,0,93,2022,3
